25
27.798	8.025
28.781	6.283
9.28	7.214	1.0
17.274	6.323	1.0
4.019	32.07	1.0
39.372	6.864	1.0
48.333	41.841	1.0
26.266	26.76	1.0
40.341	43.568	1.0
19.373	15.235	1.0
17.655	32.159	1.0
10.043	49.983	1.0
11.2	46.41	1.0
15.352	40.153	1.0
39.733	49.261	1.0
38.576	14.315	1.0
25.46	38.842	1.0
13.805	16.938	1.0
23.545	35.754	1.0
51.009	32.332	1.0
19.508	39.145	1.0
12.9	11.458	1.0
4.749	25.734	1.0
40.833	0.669	1.0
1.04	25.121	1.0
20.767	24.559	1.0
41.424	4.756	1.0
0.745	0.744	0.764	0.754	0.751	0.753	0.858	0.867	0.801	0.799	0.754	0.884	0.82	0.759	0.792	0.71	0.777	0.712	0.887	0.745	0.724	0.772	0.711	0.846	0.849
