27
16.099	26.853
41.282	39.438
29.355	19.229	1.0
45.086	47.709	1.0
50.587	53.463	1.0
27.065	13.501	1.0
4.297	18.675	1.0
14.183	25.714	1.0
51.154	9.799	1.0
37.641	1.798	1.0
10.618	29.077	1.0
38.395	31.044	1.0
22.697	19.264	1.0
2.685	38.175	1.0
54.643	5.231	1.0
52.838	16.327	1.0
34.172	37.816	1.0
54.837	54.785	1.0
55.127	49.183	1.0
3.003	13.816	1.0
44.881	6.325	1.0
8.419	33.227	1.0
13.298	5.569	1.0
51.08	36.353	1.0
27.388	22.361	1.0
6.323	36.573	1.0
9.013	44.357	1.0
13.267	38.124	1.0
18.505	14.072	1.0
0.813	0.715	0.77	0.894	0.853	0.745	0.721	0.705	0.734	0.797	0.775	0.712	0.878	0.706	0.827	0.714	0.701	0.837	0.742	0.844	0.838	0.809	0.774	0.882	0.839	0.807	0.723
