29
53.534	32.816
48.26	8.621
35.758	2.953	1.0
12.917	47.992	1.0
7.876	8.611	1.0
32.186	43.545	1.0
50.043	38.876	1.0
36.953	45.62	1.0
51.821	10.088	1.0
1.914	9.256	1.0
12.817	6.648	1.0
46.808	13.332	1.0
44.452	33.832	1.0
0.75	46.642	1.0
51.542	21.241	1.0
13.774	16.194	1.0
7.154	25.19	1.0
26.233	53.017	1.0
15.837	13.143	1.0
6.985	4.777	1.0
1.037	15.776	1.0
48.116	2.703	1.0
47.766	42.768	1.0
25.94	33.993	1.0
50.127	7.141	1.0
24.942	0.28	1.0
42.909	22.085	1.0
21.293	12.705	1.0
44.121	49.609	1.0
13.249	22.465	1.0
4.045	47.778	1.0
0.885	0.71	0.83	0.713	0.711	0.803	0.743	0.706	0.813	0.826	0.796	0.872	0.791	0.728	0.722	0.876	0.741	0.716	0.767	0.767	0.879	0.754	0.765	0.745	0.714	0.795	0.848	0.746	0.887
