19
277	120
154	316
146	218	2.35633
3	95	9.35949
4	233	5.15739
98	68	1.98366
93	77	1.13835
148	200	1.94546
14	294	4.32428
103	45	4.52797
127	328	5.22997
251	0	12.874
246	253	12.5471
1	328	3.77777
83	116	4.80451
214	325	7.39369
361	206	12.5555
90	256	8.72005
333	72	8.17725
34	252	5.53771
0	356	3.58508
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
