21
13.337	3.559
26.646	2.508
43.529	38.832	1.0
4.097	41.397	1.0
11.033	7.583	1.0
47.869	19.678	1.0
23.422	15.261	1.0
32.805	4.042	1.0
37.652	39.845	1.0
35.609	18.303	1.0
41.784	14.639	1.0
16.139	21.038	1.0
32.942	48.585	1.0
35.491	22.449	1.0
12.388	38.412	1.0
3.35	47.043	1.0
23.6	28.474	1.0
1.611	28.341	1.0
6.984	28.893	1.0
32.062	30.558	1.0
44.37	30.838	1.0
47.133	42.065	1.0
16.935	6.588	1.0
0.726	0.776	0.777	0.873	0.732	0.782	0.742	0.882	0.761	0.735	0.766	0.728	0.766	0.826	0.893	0.789	0.793	0.749	0.855	0.739	0.728
