28
41.097	16.554
25.471	36.059
37.909	23.289	1.0
27.94	11.959	1.0
40.955	14.155	1.0
31.488	11.825	1.0
3.073	54.118	1.0
51.562	7.579	1.0
46.207	8.509	1.0
37.262	15.282	1.0
48.583	52.581	1.0
49.731	10.251	1.0
58.605	7.625	1.0
35.097	58.053	1.0
62.956	47.365	1.0
55.93	60.663	1.0
49.397	47.788	1.0
1.189	39.469	1.0
39.531	11.699	1.0
5.457	9.913	1.0
33.665	42.025	1.0
26.044	53.554	1.0
21.107	7.478	1.0
35.599	2.86	1.0
52.765	39.223	1.0
20.226	49.674	1.0
39.413	52.376	1.0
30.253	22.04	1.0
19.787	1.19	1.0
59.676	45.591	1.0
0.809	0.899	0.79	0.711	0.854	0.791	0.865	0.739	0.881	0.873	0.829	0.823	0.8	0.782	0.742	0.88	0.785	0.799	0.795	0.853	0.761	0.878	0.823	0.742	0.86	0.725	0.712	0.759
