23
5.439	28.019
33.604	16.312
40.703	1.536	1.0
12.754	21.203	1.0
33.659	39.822	1.0
5.923	30.786	1.0
38.194	15.375	1.0
23.495	34.754	1.0
42.442	36.896	1.0
32.183	8.311	1.0
23.003	17.21	1.0
41.532	9.765	1.0
32.155	15.537	1.0
38.795	29.642	1.0
4.24	36.487	1.0
29.307	0.261	1.0
3.255	0.898	1.0
35.591	19.75	1.0
37.607	0.034	1.0
24.914	28.892	1.0
1.757	32.283	1.0
2.015	25.816	1.0
29.735	29.305	1.0
12.9	38.275	1.0
38.908	32.321	1.0
0.815	0.794	0.726	0.813	0.731	0.893	0.772	0.856	0.744	0.725	0.865	0.836	0.743	0.748	0.788	0.718	0.717	0.853	0.861	0.811	0.715	0.732	0.747
