28
36.685	20.892
45.307	35.139
40.546	46.877	1.0
13.553	14.716	1.0
26.829	34.364	1.0
15.494	34.689	1.0
13.934	24.363	1.0
35.201	4.232	1.0
7.425	40.082	1.0
34.338	43.993	1.0
11.282	41.573	1.0
27.401	41.267	1.0
22.203	26.881	1.0
34.716	32.089	1.0
38.543	4.591	1.0
8.262	34.977	1.0
11.851	18.093	1.0
8.46	0.427	1.0
4.939	8.628	1.0
28.45	23.127	1.0
20.256	46.57	1.0
4.375	23.829	1.0
9.611	46.802	1.0
16.836	37.909	1.0
11.052	6.675	1.0
36.182	29.804	1.0
2.386	7.436	1.0
9.904	13.118	1.0
9.077	38.002	1.0
17.186	23.954	1.0
0.838	0.702	0.836	0.713	0.856	0.83	0.809	0.872	0.84	0.781	0.726	0.752	0.823	0.755	0.851	0.826	0.786	0.783	0.702	0.776	0.829	0.727	0.759	0.834	0.702	0.726	0.714	0.791
