22
26.242	2.64
7.29	12.466
15.697	24.279	1.0
6.522	19.731	1.0
31.02	31.118	1.0
30.895	10.522	1.0
0.865	16.807	1.0
5.604	15.663	1.0
8.569	23.038	1.0
9.592	7.95	1.0
24.396	1.127	1.0
22.42	6.868	1.0
29.168	5.499	1.0
27.684	0.586	1.0
5.808	30.806	1.0
22.168	22.387	1.0
31.613	1.193	1.0
23.663	15.646	1.0
32.964	6.761	1.0
27.653	9.996	1.0
20.043	27.127	1.0
3.527	8.337	1.0
30.928	18.18	1.0
3.817	24.391	1.0
0.511	0.518	0.56	0.659	0.611	0.584	0.667	0.508	0.682	0.516	0.612	0.625	0.696	0.654	0.631	0.573	0.51	0.626	0.552	0.673	0.59	0.563
