24
24.485	3.336
16.347	20.88
5.529	11.971	1.0
36.498	34.618	1.0
38.347	10.734	1.0
7.578	37.811	1.0
33.697	35.998	1.0
3.046	28.009	1.0
13.355	36.31	1.0
42.238	32.977	1.0
27.13	36.922	1.0
31.863	42.473	1.0
37.975	40.365	1.0
42.681	13.16	1.0
22.03	25.505	1.0
10.756	41.718	1.0
25.67	27.666	1.0
13.854	21.462	1.0
32.085	2.648	1.0
26.962	16.376	1.0
12.202	3.261	1.0
22.027	40.028	1.0
11.489	24.324	1.0
28.919	24.135	1.0
31.667	38.604	1.0
3.887	39.738	1.0
0.724	0.799	0.753	0.738	0.81	0.889	0.892	0.709	0.711	0.814	0.884	0.743	0.886	0.72	0.834	0.783	0.851	0.802	0.72	0.885	0.742	0.859	0.738	0.782
