27
12.448	14.061
32.733	42.003
34.152	33.343	1.0
34.264	3.641	1.0
34.381	21.404	1.0
13.662	18.579	1.0
15.457	5.686	1.0
21.752	35.005	1.0
35.884	24.021	1.0
20.618	11.031	1.0
38.208	32.384	1.0
25.254	2.606	1.0
30.163	11.664	1.0
17.052	10.928	1.0
38.391	4.663	1.0
8.977	15.516	1.0
9.005	3.778	1.0
8.833	28.431	1.0
15.498	27.069	1.0
41.834	23.108	1.0
21.806	18.417	1.0
30.34	4.115	1.0
13.934	3.068	1.0
29.043	25.009	1.0
9.751	44.678	1.0
3.623	8.515	1.0
15.494	23.665	1.0
43.921	6.712	1.0
19.629	27.938	1.0
0.708	0.76	0.825	0.756	0.843	0.779	0.829	0.779	0.867	0.747	0.756	0.863	0.859	0.716	0.847	0.728	0.838	0.753	0.888	0.877	0.795	0.77	0.891	0.73	0.813	0.73	0.815
