26
16.856	30.19
18.246	27.723
6.133	10.154	1.0
7.719	22.046	1.0
18.11	3.939	1.0
38.321	7.976	1.0
35.233	52.979	1.0
50.209	11.306	1.0
16.944	35.301	1.0
1.218	24.337	1.0
32.955	40.539	1.0
52.378	12.947	1.0
34.931	35.109	1.0
5.176	19.946	1.0
3.895	26.773	1.0
24.86	14.979	1.0
17.447	0.12	1.0
2.87	1.891	1.0
39.958	44.857	1.0
6.752	13.215	1.0
5.426	49.427	1.0
49.798	49.37	1.0
11.623	35.938	1.0
51.635	30.188	1.0
39.958	16.094	1.0
37.292	19.294	1.0
22.242	40.171	1.0
15.023	16.437	1.0
0.748	0.749	0.826	0.721	0.798	0.758	0.792	0.706	0.755	0.762	0.856	0.729	0.743	0.867	0.744	0.877	0.889	0.709	0.84	0.823	0.707	0.776	0.807	0.853	0.843	0.791
