29
3.587	14.083
45.046	4.527
6.964	17.89	1.0
0.723	14.082	1.0
8.579	42.014	1.0
12.907	38.688	1.0
17.331	31.266	1.0
31.308	21.36	1.0
32.876	15.934	1.0
40.403	23.91	1.0
27.223	29.999	1.0
8.964	33.679	1.0
24.741	15.923	1.0
5.237	9.147	1.0
45.047	47.083	1.0
18.186	27.392	1.0
46.356	23.326	1.0
46.66	33.85	1.0
41.457	31.308	1.0
21.528	36.362	1.0
29.742	40.624	1.0
28.031	47.446	1.0
28.944	43.89	1.0
2.839	31.826	1.0
45.796	36.296	1.0
26.574	22.793	1.0
0.569	0.569	1.0
41.127	17.492	1.0
29.935	6.88	1.0
39.626	9.078	1.0
31.413	36.274	1.0
0.882	0.717	0.706	0.832	0.889	0.845	0.886	0.746	0.773	0.829	0.829	0.826	0.798	0.882	0.8	0.803	0.89	0.7	0.715	0.898	0.891	0.781	0.824	0.862	0.868	0.795	0.774	0.788	0.889
