23
44.333	45.599
49.732	19.778
57.348	11.821	1.0
35.387	22.313	1.0
23.74	50.58	1.0
7.196	2.318	1.0
56.039	28.793	1.0
23.783	35.59	1.0
16.048	12.883	1.0
7.055	26.471	1.0
49.39	41.956	1.0
18.329	27.029	1.0
4.612	51.768	1.0
5.212	6.386	1.0
26.472	29.833	1.0
37.983	35.992	1.0
31.629	37.377	1.0
36.223	7.575	1.0
50.431	18.246	1.0
39.008	11.681	1.0
28.237	4.503	1.0
31.279	42.602	1.0
31.713	54.581	1.0
45.746	56.957	1.0
3.752	28.634	1.0
0.755	0.812	0.858	0.737	0.886	0.897	0.708	0.732	0.738	0.774	0.751	0.781	0.895	0.84	0.704	0.879	0.754	0.822	0.716	0.824	0.854	0.845	0.721
