24
3.442	16.311
8.99	18.584
31.604	21.794	1.0
7.301	19.827	1.0
10.487	24.562	1.0
31.666	8.189	1.0
9.663	6.767	1.0
25.546	14.61	1.0
23.819	18.849	1.0
20.549	35.448	1.0
31.521	30.79	1.0
28.802	40.774	1.0
8.086	12.317	1.0
16.039	42.058	1.0
41.73	23.631	1.0
34.055	16.124	1.0
39.049	9.145	1.0
16.736	23.345	1.0
38.16	16.356	1.0
41.827	3.41	1.0
42.486	29.979	1.0
6.462	8.765	1.0
1.501	35.148	1.0
1.446	18.649	1.0
8.927	1.244	1.0
13.159	2.328	1.0
0.725	0.837	0.857	0.825	0.792	0.864	0.733	0.787	0.813	0.772	0.894	0.895	0.766	0.754	0.716	0.817	0.839	0.874	0.831	0.846	0.895	0.726	0.889	0.714
