33
462	949
170	656
80	325	10.1509
981	840	12.2621
671	610	15.3802
26	70	57.3337
525	773	13.3674
143	779	25.3793
938	833	6.77975
790	229	36.5978
284	1005	15.4147
1022	835	9.85328
260	786	9.10914
902	571	31.6007
510	1030	22.0414
942	866	7.01549
442	242	62.7851
1021	578	34.394
58	284	10.691
683	996	40.1162
653	263	33.4094
1059	901	21.6534
1024	243	42.7864
603	558	21.3652
677	537	15.1941
341	1005	17.0577
454	850	11.7706
239	757	8.06442
951	390	48.6797
631	415	34.9962
89	390	15.4637
1067	987	18.951
482	807	15.2456
203	972	18.0973
892	145	31.5527
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
