20
66.583	20.295
51.832	55.428
62.421	20.82	1.0
0.199	35.117	1.0
11.296	11.567	1.0
56.523	4.695	1.0
65.949	57.594	1.0
14.329	37.183	1.0
31.671	22.079	1.0
8.383	4.097	1.0
39.604	60.681	1.0
20.275	60.802	1.0
60.077	44.295	1.0
11.671	29.274	1.0
13.722	12.711	1.0
51.587	40.368	1.0
28.788	48.982	1.0
44.075	47.769	1.0
32.67	60.627	1.0
42.309	0.575	1.0
46.063	25.523	1.0
16.702	61.036	1.0
0.794	0.871	0.862	0.724	0.83	0.895	0.723	0.705	0.855	0.806	0.842	0.859	0.843	0.822	0.771	0.751	0.889	0.779	0.753	0.866
