23
14.53	45.553
37.497	11.078
41.244	44.006	1.0
26.005	44.829	1.0
13.488	43.201	1.0
39.093	15.602	1.0
50.849	17.426	1.0
14.834	48.893	1.0
45.729	21.947	1.0
17.552	37.558	1.0
0.358	40.276	1.0
22.573	6.422	1.0
22.656	34.958	1.0
10.339	40.766	1.0
27.213	12.569	1.0
21.005	31.808	1.0
4.318	27.004	1.0
36.156	4.581	1.0
16.225	7.601	1.0
13.112	23.745	1.0
16.847	10.99	1.0
8.346	11.974	1.0
28.873	42.822	1.0
11.442	9.783	1.0
2.133	43.211	1.0
0.729	0.703	0.793	0.861	0.785	0.804	0.753	0.786	0.724	0.858	0.879	0.808	0.863	0.738	0.722	0.781	0.756	0.785	0.807	0.857	0.888	0.772	0.801
