21
16.565	46.203
29.557	31.122
16.04	22.016	1.0
11.997	17.026	1.0
15.221	34.954	1.0
41.091	10.313	1.0
18.529	29.381	1.0
27.137	40.29	1.0
12.969	47.642	1.0
36.662	6.948	1.0
4.845	8.968	1.0
29.894	24.626	1.0
29.131	7.695	1.0
6.221	44.974	1.0
11.112	38.002	1.0
44.216	41.826	1.0
45.757	48.21	1.0
48.254	43.589	1.0
8.661	18.87	1.0
41.578	23.596	1.0
48.124	19.856	1.0
42.794	0.467	1.0
4.51	26.838	1.0
0.82	0.793	0.747	0.726	0.733	0.873	0.893	0.742	0.897	0.878	0.792	0.88	0.73	0.776	0.831	0.761	0.877	0.811	0.85	0.813	0.822
