24
47.958	31.426
28.671	43.934
7.633	40.899	1.0
12.68	2.686	1.0
25.945	23.111	1.0
30.938	47.503	1.0
15.556	8.105	1.0
11.723	33.01	1.0
31.718	21.58	1.0
11.605	38.34	1.0
51.129	13.668	1.0
50.058	2.82	1.0
9.274	48.975	1.0
29.983	16.155	1.0
16.216	35.616	1.0
3.391	23.001	1.0
42.997	25.335	1.0
1.163	41.841	1.0
45.066	3.006	1.0
39.706	35.225	1.0
42.358	37.948	1.0
2.029	4.943	1.0
49.833	28.428	1.0
34.0	25.009	1.0
49.502	47.826	1.0
13.913	5.305	1.0
0.851	0.805	0.824	0.837	0.803	0.857	0.865	0.805	0.9	0.791	0.851	0.898	0.845	0.729	0.755	0.752	0.854	0.836	0.815	0.708	0.821	0.841	0.869	0.719
