29
7.156	47.611
31.902	23.534
22.062	17.565	1.0
43.767	53.406	1.0
44.62	4.367	1.0
2.429	56.386	1.0
26.311	36.223	1.0
56.895	28.6	1.0
51.954	7.529	1.0
52.129	15.037	1.0
2.386	25.091	1.0
5.886	15.915	1.0
53.38	19.339	1.0
20.709	49.091	1.0
19.019	22.08	1.0
8.363	34.197	1.0
14.12	34.906	1.0
17.272	49.011	1.0
45.143	18.417	1.0
41.635	34.838	1.0
38.19	29.578	1.0
6.349	5.067	1.0
41.434	12.041	1.0
8.081	13.056	1.0
34.459	20.464	1.0
39.485	37.039	1.0
18.494	10.973	1.0
31.218	56.802	1.0
19.37	6.6	1.0
1.534	33.506	1.0
12.198	38.118	1.0
0.863	0.782	0.739	0.875	0.837	0.811	0.75	0.899	0.71	0.845	0.875	0.845	0.833	0.756	0.717	0.804	0.828	0.708	0.791	0.801	0.81	0.8	0.829	0.831	0.772	0.795	0.764	0.889	0.863
