28
7.036	46.26
5.704	45.019
11.847	43.247	1.0
36.507	53.193	1.0
40.263	6.115	1.0
26.737	19.371	1.0
53.615	29.627	1.0
52.736	36.622	1.0
13.111	53.365	1.0
43.202	1.381	1.0
38.692	19.035	1.0
34.936	36.453	1.0
15.47	12.192	1.0
49.356	0.976	1.0
51.951	5.815	1.0
3.178	33.378	1.0
24.551	45.49	1.0
8.398	23.647	1.0
1.739	51.972	1.0
39.543	22.928	1.0
10.924	39.093	1.0
38.058	7.93	1.0
2.155	11.766	1.0
40.206	25.609	1.0
8.278	10.119	1.0
0.11	39.894	1.0
15.441	51.369	1.0
33.757	44.791	1.0
4.303	38.225	1.0
34.843	6.505	1.0
0.728	0.889	0.797	0.845	0.747	0.887	0.775	0.788	0.809	0.795	0.862	0.781	0.77	0.743	0.776	0.834	0.884	0.851	0.793	0.81	0.9	0.881	0.785	0.854	0.809	0.781	0.854	0.824
