30
7.989	49.5
21.641	17.155
6.125	56.847	1.0
51.41	19.793	1.0
34.603	22.3	1.0
67.745	64.036	1.0
58.627	16.812	1.0
14.293	33.527	1.0
16.114	39.3	1.0
17.31	62.531	1.0
31.674	21.333	1.0
48.708	66.633	1.0
37.071	23.75	1.0
40.439	51.616	1.0
28.688	31.831	1.0
2.496	8.889	1.0
18.513	24.976	1.0
58.33	46.177	1.0
0.948	53.627	1.0
15.22	5.546	1.0
46.824	64.491	1.0
6.151	44.121	1.0
40.976	6.567	1.0
42.869	36.395	1.0
62.27	42.964	1.0
67.256	22.741	1.0
25.495	63.689	1.0
3.779	46.085	1.0
58.236	6.85	1.0
3.859	50.957	1.0
60.747	32.651	1.0
20.858	52.969	1.0
0.9	0.723	0.846	0.783	0.701	0.756	0.857	0.867	0.853	0.704	0.861	0.778	0.897	0.844	0.897	0.846	0.716	0.859	0.75	0.802	0.86	0.787	0.772	0.713	0.832	0.771	0.771	0.796	0.782	0.773
