29
55.697	21.506
22.756	38.369
25.157	37.926	1.0
41.156	30.219	1.0
4.899	25.19	1.0
6.29	56.634	1.0
32.182	32.158	1.0
20.947	56.525	1.0
8.908	3.917	1.0
26.535	42.237	1.0
43.683	30.387	1.0
49.533	2.317	1.0
12.845	0.705	1.0
22.104	16.861	1.0
26.336	2.144	1.0
37.913	50.629	1.0
11.327	20.302	1.0
27.628	25.095	1.0
46.975	52.493	1.0
19.858	36.613	1.0
51.491	43.391	1.0
13.761	55.995	1.0
0.332	12.857	1.0
47.129	37.118	1.0
36.339	21.349	1.0
42.919	51.675	1.0
10.228	10.929	1.0
13.909	46.247	1.0
11.154	42.834	1.0
48.051	39.97	1.0
5.693	36.428	1.0
0.727	0.703	0.746	0.748	0.788	0.898	0.896	0.892	0.783	0.839	0.889	0.863	0.723	0.841	0.807	0.845	0.866	0.754	0.848	0.876	0.785	0.817	0.896	0.71	0.779	0.816	0.824	0.878	0.817
