23
26.067	43.922
16.037	4.627
43.261	42.246	1.0
47.67	31.995	1.0
50.909	18.042	1.0
10.676	43.28	1.0
9.9	45.938	1.0
2.096	6.604	1.0
6.332	48.802	1.0
28.734	11.68	1.0
0.312	22.547	1.0
33.705	23.253	1.0
10.424	39.001	1.0
12.826	4.289	1.0
3.811	16.408	1.0
4.216	45.177	1.0
15.256	10.295	1.0
3.492	38.488	1.0
41.091	45.364	1.0
47.885	41.563	1.0
50.075	50.797	1.0
49.984	26.914	1.0
37.469	41.035	1.0
12.255	21.871	1.0
12.035	17.245	1.0
0.811	0.737	0.759	0.752	0.853	0.805	0.793	0.733	0.778	0.788	0.729	0.756	0.787	0.729	0.835	0.884	0.791	0.889	0.844	0.739	0.778	0.811	0.829
