24
24.484	10.471
8.741	17.05
37.234	0.257	1.0
21.868	13.5	1.0
18.818	37.675	1.0
23.951	39.526	1.0
33.778	23.901	1.0
42.924	2.977	1.0
38.292	20.156	1.0
26.398	3.635	1.0
7.936	11.279	1.0
13.22	42.332	1.0
16.387	25.39	1.0
33.019	1.67	1.0
39.618	40.325	1.0
31.745	18.615	1.0
19.489	30.531	1.0
26.956	15.735	1.0
32.167	28.698	1.0
17.797	1.919	1.0
1.297	41.129	1.0
0.185	11.467	1.0
39.798	32.173	1.0
41.405	12.996	1.0
10.708	3.409	1.0
12.957	6.49	1.0
0.851	0.786	0.869	0.881	0.854	0.858	0.715	0.876	0.854	0.804	0.769	0.727	0.764	0.772	0.732	0.713	0.818	0.72	0.891	0.864	0.807	0.846	0.844	0.805
