21
14.289	27.332
3.033	12.623
11.603	22.877	1.0
26.483	2.512	1.0
29.709	1.716	1.0
3.933	48.151	1.0
31.33	56.15	1.0
16.65	12.507	1.0
9.493	3.644	1.0
49.85	39.272	1.0
28.006	46.015	1.0
6.246	17.393	1.0
37.231	8.611	1.0
36.312	23.031	1.0
56.557	26.534	1.0
5.073	12.206	1.0
23.119	32.139	1.0
56.471	0.174	1.0
12.214	52.639	1.0
22.201	38.647	1.0
56.802	55.628	1.0
30.605	8.674	1.0
3.0	56.066	1.0
0.767	0.786	0.755	0.742	0.718	0.735	0.816	0.743	0.884	0.702	0.801	0.762	0.822	0.717	0.785	0.882	0.768	0.884	0.85	0.9	0.731
