23
2.56	20.559
35.919	4.936
29.162	7.086	1.0
5.408	11.422	1.0
29.588	21.529	1.0
8.419	12.941	1.0
16.174	2.499	1.0
27.958	36.151	1.0
18.542	34.139	1.0
29.474	41.642	1.0
22.869	32.308	1.0
10.563	9.064	1.0
40.398	26.02	1.0
37.829	16.354	1.0
34.138	10.751	1.0
16.675	28.354	1.0
6.927	29.195	1.0
20.437	16.137	1.0
35.128	24.032	1.0
21.311	22.709	1.0
7.191	5.208	1.0
40.023	38.994	1.0
25.695	33.146	1.0
0.057	41.699	1.0
1.28	3.254	1.0
0.868	0.797	0.737	0.891	0.714	0.718	0.785	0.791	0.85	0.824	0.728	0.777	0.881	0.864	0.884	0.897	0.855	0.749	0.89	0.878	0.876	0.706	0.817
