24
14.24	21.404
11.719	40.362
51.406	60.213	1.0
15.359	32.533	1.0
51.106	41.728	1.0
37.632	15.193	1.0
17.671	5.629	1.0
11.89	29.822	1.0
45.982	9.08	1.0
31.2	5.724	1.0
54.283	21.226	1.0
19.253	54.475	1.0
22.321	27.423	1.0
2.143	35.669	1.0
50.891	31.102	1.0
57.588	11.982	1.0
7.862	10.202	1.0
9.435	16.197	1.0
0.5	31.122	1.0
19.105	29.785	1.0
27.058	15.338	1.0
9.613	23.802	1.0
32.967	49.673	1.0
25.952	52.993	1.0
14.598	53.33	1.0
31.404	32.095	1.0
0.734	0.763	0.705	0.856	0.762	0.775	0.817	0.784	0.834	0.706	0.817	0.8	0.891	0.853	0.826	0.837	0.795	0.82	0.866	0.826	0.786	0.874	0.79	0.883
