28
19.104	8.897
6.039	39.471
11.6	31.567	1.0
46.277	46.544	1.0
45.558	37.157	1.0
29.362	35.037	1.0
10.189	9.238	1.0
37.795	44.551	1.0
43.527	27.401	1.0
40.038	36.717	1.0
38.719	6.527	1.0
40.772	42.96	1.0
28.877	14.016	1.0
40.583	33.46	1.0
10.088	33.558	1.0
20.1	5.806	1.0
29.67	19.759	1.0
18.624	20.742	1.0
3.699	7.174	1.0
30.182	24.274	1.0
4.79	37.826	1.0
41.35	24.263	1.0
16.723	38.799	1.0
38.342	29.235	1.0
35.64	16.645	1.0
42.615	2.323	1.0
43.708	33.759	1.0
23.939	37.806	1.0
26.967	8.244	1.0
11.669	38.882	1.0
0.807	0.881	0.735	0.881	0.838	0.744	0.719	0.757	0.865	0.845	0.875	0.888	0.877	0.809	0.839	0.845	0.769	0.808	0.782	0.835	0.896	0.855	0.857	0.884	0.74	0.882	0.8	0.752
