22
4.92	1.698
5.018	33.797
39.465	28.21	1.0
30.483	6.439	1.0
24.884	33.184	1.0
38.381	5.531	1.0
38.252	33.69	1.0
8.044	1.588	1.0
9.932	6.369	1.0
32.681	39.727	1.0
33.196	18.872	1.0
27.452	39.846	1.0
17.819	25.577	1.0
16.275	18.507	1.0
17.742	8.717	1.0
4.428	31.064	1.0
10.99	4.019	1.0
17.802	33.406	1.0
22.934	29.595	1.0
24.657	26.613	1.0
6.745	26.563	1.0
22.627	24.914	1.0
6.415	34.727	1.0
13.796	39.015	1.0
0.68	0.622	0.634	0.568	0.537	0.698	0.596	0.545	0.502	0.676	0.546	0.653	0.602	0.579	0.673	0.574	0.659	0.628	0.67	0.679	0.633	0.546
