27
0.951	27.373
17.563	26.898
30.489	34.883	1.0
4.838	31.588	1.0
12.471	16.509	1.0
28.681	27.304	1.0
11.82	24.887	1.0
6.616	21.227	1.0
27.591	6.471	1.0
43.231	23.882	1.0
8.913	34.73	1.0
42.003	38.022	1.0
28.273	24.482	1.0
29.751	2.452	1.0
27.896	40.518	1.0
36.664	40.051	1.0
36.415	24.144	1.0
12.333	9.829	1.0
31.075	28.578	1.0
18.336	18.741	1.0
8.553	38.726	1.0
2.716	43.403	1.0
33.988	3.075	1.0
32.479	24.197	1.0
5.954	1.632	1.0
6.652	6.4	1.0
19.039	25.788	1.0
36.507	13.613	1.0
25.403	8.839	1.0
0.732	0.789	0.799	0.758	0.753	0.844	0.83	0.838	0.818	0.892	0.851	0.714	0.761	0.805	0.86	0.821	0.862	0.771	0.823	0.763	0.827	0.826	0.714	0.78	0.821	0.748	0.815
