29
48.372	29.236
18.532	36.125
33.069	41.701	1.0
60.831	13.302	1.0
10.529	2.369	1.0
20.323	51.186	1.0
8.911	52.329	1.0
11.957	43.431	1.0
58.274	11.368	1.0
24.435	39.712	1.0
36.053	11.109	1.0
34.032	32.126	1.0
36.212	30.321	1.0
39.143	64.744	1.0
2.7	40.373	1.0
8.576	59.59	1.0
14.897	61.163	1.0
31.915	18.132	1.0
54.58	1.623	1.0
3.389	32.484	1.0
20.113	47.512	1.0
56.991	34.734	1.0
1.869	16.215	1.0
66.704	41.451	1.0
54.549	47.627	1.0
34.039	6.137	1.0
50.736	44.857	1.0
32.4	10.88	1.0
27.584	17.847	1.0
10.319	15.648	1.0
41.271	11.075	1.0
0.804	0.777	0.796	0.742	0.774	0.814	0.816	0.712	0.848	0.845	0.895	0.85	0.795	0.835	0.787	0.793	0.884	0.884	0.8	0.744	0.764	0.814	0.749	0.768	0.705	0.877	0.847	0.771	0.816
