22
22.702	14.411
2.557	9.862
14.311	16.906	1.0
0.36	19.295	1.0
19.327	4.82	1.0
10.194	6.072	1.0
6.948	8.505	1.0
5.586	22.401	1.0
4.337	16.82	1.0
11.287	3.452	1.0
24.132	12.338	1.0
0.518	12.177	1.0
3.273	3.292	1.0
8.696	17.054	1.0
9.276	1.12	1.0
16.466	12.111	1.0
20.004	7.81	1.0
1.116	15.135	1.0
9.516	14.181	1.0
21.122	21.751	1.0
18.546	19.879	1.0
14.681	23.06	1.0
22.375	4.83	1.0
9.425	10.103	1.0
0.591	0.658	0.526	0.689	0.54	0.588	0.584	0.537	0.638	0.559	0.598	0.674	0.621	0.533	0.587	0.56	0.66	0.676	0.688	0.674	0.557	0.542
