32
33	346
162	756
229	303	3.46345
827	173	10.1514
252	441	2.69511
101	799	9.38598
717	862	33.1072
975	928	6.0385
949	160	4.12409
361	869	23.3837
958	217	10.4398
960	754	15.3758
197	937	10.5038
266	738	5.78246
313	724	6.90404
775	153	9.01405
188	1022	14.1505
7	794	10.2467
564	292	10.5801
920	156	4.28686
390	11	31.9072
978	548	8.50535
379	571	11.5371
868	426	12.9976
69	839	7.23875
206	310	2.5749
199	697	11.9837
457	705	15.0674
984	472	12.5138
499	247	12.3155
459	513	18.5524
234	427	3.75392
934	904	7.82194
251	264	8.93523
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
