28
31.221	40.028
46.168	10.32
47.258	37.86	1.0
14.166	3.519	1.0
7.963	51.06	1.0
11.973	46.491	1.0
8.231	47.425	1.0
16.721	42.359	1.0
52.885	15.278	1.0
29.443	34.725	1.0
46.207	19.848	1.0
8.91	22.844	1.0
6.392	35.644	1.0
35.845	45.356	1.0
10.355	33.603	1.0
36.564	51.028	1.0
15.814	53.653	1.0
52.222	39.498	1.0
0.017	39.188	1.0
25.49	36.87	1.0
28.189	40.827	1.0
48.855	34.487	1.0
52.408	46.801	1.0
25.265	34.378	1.0
22.921	51.809	1.0
16.058	47.116	1.0
45.016	7.039	1.0
21.544	21.665	1.0
5.634	3.165	1.0
11.414	39.901	1.0
0.746	0.828	0.714	0.763	0.751	0.824	0.766	0.705	0.897	0.82	0.768	0.875	0.894	0.739	0.88	0.728	0.717	0.852	0.71	0.819	0.706	0.737	0.775	0.809	0.757	0.885	0.799	0.82
