21
41.598	33.218
11.607	6.252
41.538	13.002	1.0
22.471	26.979	1.0
20.968	2.326	1.0
26.937	39.029	1.0
8.035	40.186	1.0
31.4	31.574	1.0
24.842	42.87	1.0
45.885	39.191	1.0
1.094	37.917	1.0
38.563	35.115	1.0
32.35	40.478	1.0
7.641	19.336	1.0
25.499	35.66	1.0
37.782	28.901	1.0
22.291	34.438	1.0
2.978	4.652	1.0
11.804	3.978	1.0
8.633	33.919	1.0
0.21	32.905	1.0
18.562	5.145	1.0
37.089	15.468	1.0
0.757	0.82	0.727	0.88	0.878	0.839	0.891	0.778	0.73	0.727	0.813	0.772	0.895	0.781	0.728	0.73	0.894	0.839	0.871	0.888	0.837
