30
26.571	35.589
4.409	0.628
8.265	15.43	1.0
13.092	48.163	1.0
19.478	33.461	1.0
45.141	26.857	1.0
36.566	20.352	1.0
17.429	28.68	1.0
40.276	46.533	1.0
26.88	15.4	1.0
39.067	13.606	1.0
16.943	34.442	1.0
9.134	37.35	1.0
7.704	46.004	1.0
46.582	7.815	1.0
27.389	24.963	1.0
22.088	6.948	1.0
40.765	34.732	1.0
2.014	31.643	1.0
0.796	41.706	1.0
44.314	17.007	1.0
39.011	30.258	1.0
19.895	42.205	1.0
29.588	39.552	1.0
31.819	0.568	1.0
21.065	27.231	1.0
38.807	8.944	1.0
1.764	7.127	1.0
47.602	11.417	1.0
7.054	23.67	1.0
16.592	14.615	1.0
30.876	31.742	1.0
0.753	0.89	0.754	0.878	0.77	0.887	0.814	0.729	0.772	0.818	0.774	0.824	0.79	0.709	0.877	0.885	0.744	0.81	0.715	0.742	0.749	0.744	0.724	0.787	0.818	0.876	0.804	0.797	0.813	0.821
