23
37.908	24.211
14.82	6.958
0.685	41.637	1.0
31.56	19.144	1.0
41.044	28.061	1.0
12.874	32.989	1.0
21.484	22.39	1.0
2.929	39.487	1.0
24.947	22.219	1.0
1.816	20.457	1.0
33.099	0.55	1.0
21.607	30.697	1.0
41.281	21.944	1.0
17.819	33.545	1.0
34.737	19.788	1.0
38.001	3.361	1.0
27.462	36.422	1.0
30.106	23.858	1.0
10.694	21.515	1.0
7.814	28.236	1.0
9.994	17.254	1.0
41.274	13.818	1.0
36.679	35.85	1.0
29.023	28.152	1.0
27.482	10.744	1.0
0.735	0.828	0.829	0.854	0.87	0.792	0.72	0.827	0.741	0.709	0.754	0.716	0.799	0.823	0.795	0.807	0.799	0.853	0.856	0.866	0.724	0.733	0.783
