35
874	566
934	401
62	444	25.5529
1038	725	11.3607
621	934	4.90471
904	27	18.1848
989	695	9.58731
1178	265	16.8701
1044	353	2.16399
676	1025	12.0013
627	910	4.63081
840	825	31.484
1117	355	5.94906
803	626	5.8212
1083	928	32.2016
582	294	18.8903
844	555	4.6225
1050	371	2.2786
1040	131	15.818
473	1129	7.60015
902	638	9.17814
661	648	7.78695
350	169	24.8918
1142	565	15.8086
602	672	8.04989
52	828	40.92
1117	410	6.9421
1016	44	17.9025
190	459	14.3465
423	291	27.0912
531	1129	10.807
199	80	11.0017
170	20	9.41588
748	634	8.31954
248	1213	34.8336
450	949	28.6843
314	881	21.9477
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
