27
23.869	17.91
43.96	48.983
33.289	47.475	1.0
11.635	24.209	1.0
27.394	25.159	1.0
48.602	22.518	1.0
17.387	50.246	1.0
51.653	54.218	1.0
20.449	15.711	1.0
40.249	14.743	1.0
6.813	16.944	1.0
42.668	6.927	1.0
51.729	3.317	1.0
43.225	26.406	1.0
37.169	3.329	1.0
36.172	13.725	1.0
15.256	35.494	1.0
51.967	17.454	1.0
26.091	16.073	1.0
43.585	30.736	1.0
51.377	32.287	1.0
22.126	5.522	1.0
34.535	2.441	1.0
29.864	4.724	1.0
15.021	5.867	1.0
30.084	47.229	1.0
35.253	21.025	1.0
50.605	44.002	1.0
33.751	23.704	1.0
0.73	0.785	0.895	0.775	0.78	0.713	0.772	0.839	0.747	0.775	0.717	0.716	0.868	0.788	0.834	0.831	0.889	0.841	0.728	0.841	0.881	0.78	0.899	0.828	0.776	0.81	0.796
