26
17.289	52.599
8.616	8.759
43.157	23.111	1.0
53.715	43.908	1.0
12.047	61.555	1.0
19.415	15.37	1.0
48.399	26.197	1.0
14.476	30.839	1.0
54.695	12.59	1.0
45.698	41.008	1.0
61.68	13.563	1.0
38.04	19.184	1.0
58.654	21.144	1.0
28.953	47.187	1.0
12.886	5.314	1.0
3.074	30.574	1.0
47.181	3.866	1.0
52.587	9.122	1.0
20.976	21.702	1.0
3.103	15.053	1.0
50.228	19.541	1.0
54.672	39.429	1.0
30.839	27.431	1.0
4.873	32.336	1.0
38.782	15.117	1.0
24.698	34.961	1.0
11.453	42.963	1.0
62.032	47.615	1.0
0.863	0.838	0.721	0.713	0.851	0.721	0.818	0.828	0.863	0.735	0.76	0.849	0.776	0.891	0.893	0.851	0.815	0.843	0.887	0.897	0.84	0.847	0.839	0.855	0.833	0.872
