27
1.914	41.347
52.924	4.956
38.607	51.142	1.0
63.118	52.953	1.0
30.146	38.965	1.0
11.779	64.16	1.0
15.122	1.86	1.0
23.874	59.399	1.0
51.218	48.083	1.0
18.045	26.007	1.0
60.681	3.009	1.0
4.646	16.234	1.0
17.719	53.701	1.0
18.164	62.414	1.0
40.508	46.46	1.0
39.862	22.589	1.0
57.285	30.284	1.0
34.367	59.627	1.0
62.33	40.753	1.0
27.128	17.878	1.0
7.682	13.017	1.0
15.513	55.036	1.0
43.545	29.494	1.0
62.399	28.316	1.0
63.603	43.356	1.0
12.878	41.091	1.0
28.942	23.767	1.0
57.997	0.911	1.0
51.897	36.561	1.0
0.783	0.801	0.749	0.794	0.74	0.865	0.753	0.74	0.89	0.853	0.731	0.779	0.858	0.876	0.894	0.786	0.807	0.759	0.862	0.802	0.746	0.823	0.793	0.803	0.891	0.795	0.707
