22
4.044	5.013
41.448	16.769
23.685	30.15	1.0
41.415	28.016	1.0
2.138	17.31	1.0
26.794	11.4	1.0
3.885	37.774	1.0
15.308	20.977	1.0
22.199	1.991	1.0
3.056	12.459	1.0
32.081	26.241	1.0
11.61	35.088	1.0
39.378	40.691	1.0
31.269	36.865	1.0
15.625	7.853	1.0
35.596	26.148	1.0
14.83	24.67	1.0
11.842	41.32	1.0
8.524	14.691	1.0
34.204	7.13	1.0
1.466	5.402	1.0
24.743	33.947	1.0
35.126	40.533	1.0
20.35	17.977	1.0
0.647	0.51	0.694	0.631	0.549	0.6	0.653	0.696	0.66	0.559	0.519	0.632	0.632	0.675	0.605	0.558	0.555	0.548	0.688	0.534	0.507	0.675
