25
9.526	43.629
31.769	26.423
21.478	44.373	1.0
18.268	4.259	1.0
21.089	4.225	1.0
23.386	12.328	1.0
26.288	22.215	1.0
8.617	47.745	1.0
38.536	27.594	1.0
31.797	43.989	1.0
3.964	3.71	1.0
2.155	8.518	1.0
27.842	10.913	1.0
7.771	25.747	1.0
35.097	22.824	1.0
46.62	23.164	1.0
46.21	50.142	1.0
34.742	4.863	1.0
0.424	27.818	1.0
7.106	41.371	1.0
46.485	17.154	1.0
16.608	35.115	1.0
36.276	45.444	1.0
34.789	34.323	1.0
2.725	40.529	1.0
27.317	44.067	1.0
40.163	23.182	1.0
0.874	0.788	0.802	0.766	0.844	0.723	0.89	0.896	0.792	0.8	0.743	0.81	0.812	0.707	0.861	0.87	0.864	0.724	0.876	0.895	0.802	0.884	0.824	0.809	0.885
