30
47.559	30.954
2.99	29.141
2.116	50.871	1.0
5.691	44.201	1.0
35.982	50.931	1.0
9.838	16.21	1.0
42.693	38.605	1.0
57.719	34.655	1.0
17.487	5.974	1.0
24.029	2.099	1.0
14.14	50.336	1.0
37.626	9.448	1.0
52.974	0.364	1.0
39.917	5.007	1.0
48.142	25.217	1.0
30.182	29.659	1.0
20.137	25.401	1.0
37.506	48.64	1.0
42.262	48.765	1.0
37.134	0.763	1.0
4.714	13.136	1.0
20.871	42.742	1.0
48.73	4.723	1.0
10.918	32.154	1.0
3.086	2.889	1.0
39.034	45.282	1.0
22.116	47.429	1.0
28.827	8.86	1.0
28.131	1.202	1.0
29.928	14.639	1.0
14.376	28.416	1.0
53.191	6.796	1.0
0.815	0.709	0.795	0.743	0.766	0.805	0.748	0.87	0.874	0.837	0.852	0.878	0.877	0.833	0.745	0.712	0.726	0.822	0.821	0.745	0.769	0.822	0.868	0.7	0.849	0.884	0.722	0.85	0.874	0.837
