26
15.966	11.916
52.886	51.757
53.144	49.942	1.0
22.888	38.778	1.0
52.812	32.203	1.0
28.59	28.146	1.0
50.96	38.458	1.0
5.09	31.487	1.0
9.595	4.964	1.0
15.801	5.406	1.0
3.364	22.359	1.0
36.255	45.334	1.0
52.935	3.587	1.0
20.181	9.737	1.0
52.103	16.949	1.0
40.201	51.235	1.0
43.574	39.827	1.0
33.372	47.482	1.0
32.459	26.731	1.0
43.563	12.458	1.0
35.658	48.68	1.0
42.132	37.286	1.0
19.447	50.799	1.0
37.023	34.96	1.0
45.148	25.886	1.0
16.033	39.74	1.0
31.959	18.674	1.0
13.242	30.599	1.0
0.893	0.844	0.863	0.726	0.874	0.7	0.834	0.856	0.873	0.736	0.78	0.767	0.709	0.72	0.831	0.763	0.786	0.859	0.884	0.821	0.887	0.841	0.873	0.841	0.864	0.862
