31
950	466
643	428
624	163	16.2289
550	788	17.0906
743	660	22.2356
165	131	23.2287
170	258	27.1466
513	291	25.956
743	900	40.6832
85	296	19.2843
567	851	17.7981
227	187	21.7478
800	45	30.37
236	421	16.3102
394	461	19.7124
234	850	32.7849
897	297	19.8275
913	203	20.929
102	859	18.3991
550	671	26.2106
326	410	13.0667
711	259	22.4601
287	449	15.8327
428	672	26.2556
700	159	20.0247
608	304	15.4799
707	341	20.0905
588	364	15.1199
264	548	22.9904
679	714	23.901
438	30	63.2931
750	530	32.379
122	789	20.4177
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
