29
34.344	47.723
43.278	62.232
25.166	14.731	1.0
52.552	38.172	1.0
9.857	16.249	1.0
45.25	6.001	1.0
40.055	24.509	1.0
55.242	56.887	1.0
45.756	29.919	1.0
14.71	47.012	1.0
57.0	46.955	1.0
18.617	40.745	1.0
19.033	52.361	1.0
59.739	65.893	1.0
53.885	10.31	1.0
60.948	41.452	1.0
30.396	10.282	1.0
30.0	51.689	1.0
54.671	26.486	1.0
20.63	47.42	1.0
28.742	31.076	1.0
51.368	21.225	1.0
2.14	17.451	1.0
52.159	32.239	1.0
54.77	48.887	1.0
56.41	50.811	1.0
16.9	9.219	1.0
17.887	23.863	1.0
60.051	29.905	1.0
2.504	29.825	1.0
6.048	2.544	1.0
0.875	0.873	0.737	0.779	0.701	0.71	0.788	0.864	0.821	0.878	0.871	0.839	0.82	0.784	0.83	0.797	0.833	0.827	0.738	0.833	0.781	0.721	0.88	0.795	0.819	0.849	0.859	0.842	0.889
