26
25.913	20.79
20.484	8.513
7.808	57.342	1.0
11.505	48.304	1.0
26.289	28.751	1.0
35.632	24.812	1.0
38.567	59.887	1.0
29.893	5.193	1.0
47.923	2.883	1.0
13.9	49.345	1.0
60.686	62.562	1.0
26.29	5.032	1.0
29.871	47.333	1.0
15.951	44.383	1.0
48.423	45.089	1.0
42.762	27.204	1.0
20.616	2.704	1.0
1.334	28.826	1.0
5.698	44.369	1.0
19.704	42.297	1.0
8.481	6.502	1.0
39.014	28.791	1.0
26.293	14.977	1.0
16.207	9.84	1.0
35.935	53.793	1.0
24.518	62.667	1.0
54.064	4.364	1.0
19.753	36.17	1.0
0.737	0.763	0.749	0.743	0.701	0.889	0.803	0.783	0.797	0.766	0.775	0.872	0.807	0.736	0.77	0.712	0.852	0.804	0.843	0.756	0.73	0.816	0.839	0.745	0.747	0.899
