25
24.99	48.856
8.467	13.431
53.806	47.549	1.0
41.735	35.097	1.0
47.741	48.965	1.0
41.946	19.297	1.0
44.079	1.171	1.0
52.02	25.146	1.0
32.029	8.542	1.0
22.014	7.846	1.0
43.903	15.815	1.0
58.548	18.234	1.0
18.327	47.535	1.0
54.224	61.63	1.0
10.759	27.328	1.0
37.598	55.855	1.0
38.271	59.037	1.0
54.838	58.334	1.0
31.749	19.492	1.0
28.929	57.921	1.0
23.701	0.707	1.0
46.781	5.029	1.0
9.199	8.158	1.0
4.17	57.395	1.0
14.119	43.203	1.0
49.967	56.842	1.0
23.328	45.2	1.0
0.862	0.89	0.772	0.734	0.769	0.835	0.819	0.784	0.89	0.871	0.75	0.887	0.848	0.814	0.704	0.725	0.746	0.752	0.777	0.875	0.896	0.804	0.895	0.882	0.761
