27
8.833	6.01
17.591	28.419
33.026	14.652	1.0
18.479	29.631	1.0
32.08	2.374	1.0
5.495	36.604	1.0
22.148	43.924	1.0
2.985	29.616	1.0
45.37	4.514	1.0
43.937	18.025	1.0
0.684	28.173	1.0
21.243	40.614	1.0
4.637	41.649	1.0
11.066	21.106	1.0
16.094	0.096	1.0
45.231	0.718	1.0
12.831	26.141	1.0
43.582	22.215	1.0
14.35	6.626	1.0
21.723	6.26	1.0
38.575	35.055	1.0
9.357	29.937	1.0
23.275	16.221	1.0
24.665	20.206	1.0
11.872	1.581	1.0
26.901	1.44	1.0
28.3	45.977	1.0
34.916	18.669	1.0
44.916	15.513	1.0
0.761	0.778	0.852	0.847	0.765	0.887	0.702	0.821	0.817	0.716	0.833	0.739	0.836	0.822	0.841	0.819	0.769	0.713	0.875	0.708	0.742	0.883	0.772	0.801	0.706	0.734	0.847
