19
182	276
249	313
255	344	4.76758
225	82	7.84495
322	234	5.35869
276	163	7.90038
218	260	7.72785
113	78	4.06631
95	126	9.39636
269	101	6.61855
168	156	3.89855
214	38	3.34441
182	32	6.40701
206	156	4.63165
305	7	7.27698
91	70	4.45035
355	260	6.04335
350	12	5.48726
318	352	10.0881
272	242	5.42909
90	338	20.0323
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
