30
55.937	62.24
11.94	14.243
23.863	35.958	1.0
2.856	29.791	1.0
42.399	50.376	1.0
25.311	43.788	1.0
3.102	37.363	1.0
15.312	9.521	1.0
42.81	29.51	1.0
4.664	24.117	1.0
57.598	19.635	1.0
63.394	4.655	1.0
38.251	47.91	1.0
6.137	21.631	1.0
6.844	61.484	1.0
3.28	65.941	1.0
7.264	52.641	1.0
60.669	40.312	1.0
0.467	66.633	1.0
42.07	53.833	1.0
7.594	3.615	1.0
62.333	60.162	1.0
56.207	23.995	1.0
38.248	20.741	1.0
12.125	45.997	1.0
14.954	62.737	1.0
48.075	22.814	1.0
61.413	57.396	1.0
29.85	18.113	1.0
19.375	65.723	1.0
60.436	21.334	1.0
37.642	1.85	1.0
0.882	0.853	0.724	0.86	0.766	0.814	0.887	0.767	0.786	0.819	0.744	0.727	0.731	0.809	0.862	0.804	0.737	0.738	0.862	0.835	0.791	0.762	0.798	0.852	0.738	0.819	0.754	0.894	0.771	0.714
