25
17.423	50.334
46.757	50.866
48.945	27.326	1.0
36.864	23.542	1.0
2.679	34.773	1.0
0.386	51.488	1.0
14.139	37.849	1.0
28.658	28.92	1.0
15.314	23.445	1.0
21.821	32.431	1.0
6.856	29.831	1.0
8.757	51.58	1.0
33.522	28.824	1.0
41.324	30.949	1.0
22.666	12.585	1.0
3.886	27.338	1.0
28.551	47.113	1.0
24.085	43.82	1.0
21.996	15.755	1.0
26.279	17.946	1.0
45.993	44.145	1.0
40.689	36.863	1.0
16.605	40.011	1.0
21.281	42.473	1.0
6.979	39.762	1.0
33.843	4.051	1.0
32.329	45.939	1.0
0.825	0.703	0.704	0.769	0.745	0.864	0.893	0.757	0.828	0.822	0.759	0.846	0.888	0.844	0.828	0.84	0.732	0.88	0.768	0.854	0.79	0.709	0.713	0.806	0.727
