21
35.523	21.279
33.45	37.386
24.89	11.851	1.0
8.348	14.191	1.0
19.352	47.368	1.0
41.23	27.254	1.0
26.399	20.365	1.0
18.381	5.048	1.0
3.446	45.524	1.0
1.785	4.405	1.0
29.951	36.113	1.0
28.169	38.483	1.0
47.987	34.097	1.0
37.198	23.488	1.0
24.105	44.019	1.0
26.765	17.792	1.0
30.591	39.302	1.0
0.504	25.055	1.0
5.031	48.246	1.0
6.664	39.27	1.0
43.096	9.864	1.0
38.114	34.91	1.0
44.658	23.28	1.0
0.806	0.767	0.735	0.87	0.784	0.844	0.88	0.758	0.746	0.866	0.762	0.897	0.756	0.867	0.872	0.827	0.779	0.724	0.863	0.726	0.826
