30
15.499	5.028
13.179	3.514
7.532	36.939	1.0
35.044	38.79	1.0
0.367	48.455	1.0
12.827	35.76	1.0
2.391	23.968	1.0
40.773	45.889	1.0
23.161	4.378	1.0
46.302	27.417	1.0
45.532	10.145	1.0
3.625	12.997	1.0
28.438	44.986	1.0
35.537	43.742	1.0
12.222	31.823	1.0
37.056	30.232	1.0
13.759	14.517	1.0
37.477	25.807	1.0
0.823	35.47	1.0
19.663	41.582	1.0
31.591	27.306	1.0
10.009	15.827	1.0
23.489	45.456	1.0
5.245	3.66	1.0
22.459	19.66	1.0
44.476	34.425	1.0
31.972	1.331	1.0
0.837	21.098	1.0
8.835	23.961	1.0
19.841	8.876	1.0
8.656	8.459	1.0
14.84	32.425	1.0
0.738	0.82	0.803	0.768	0.718	0.716	0.848	0.8	0.749	0.851	0.71	0.705	0.712	0.774	0.857	0.9	0.852	0.889	0.816	0.876	0.834	0.795	0.703	0.7	0.789	0.776	0.713	0.822	0.741	0.723
