30
50.605	32.865
41.785	21.971
34.29	39.784	1.0
32.037	9.268	1.0
38.236	56.69	1.0
44.364	7.188	1.0
50.139	56.207	1.0
19.642	29.672	1.0
1.915	25.174	1.0
19.349	13.786	1.0
49.001	44.657	1.0
51.564	23.81	1.0
5.054	52.309	1.0
19.339	35.45	1.0
47.369	57.569	1.0
9.444	18.118	1.0
48.802	52.44	1.0
13.439	32.435	1.0
17.581	19.195	1.0
20.305	41.157	1.0
56.382	18.407	1.0
0.219	39.47	1.0
26.692	1.283	1.0
53.186	2.911	1.0
45.74	1.581	1.0
15.303	20.401	1.0
2.018	15.351	1.0
27.768	9.487	1.0
52.308	49.06	1.0
53.118	27.354	1.0
39.47	10.589	1.0
52.008	31.0	1.0
0.759	0.831	0.706	0.832	0.857	0.857	0.842	0.711	0.767	0.739	0.743	0.84	0.861	0.828	0.895	0.71	0.722	0.707	0.838	0.894	0.761	0.823	0.828	0.733	0.821	0.716	0.742	0.708	0.789	0.827
