22
24.269	31.18
22.988	4.503
5.88	30.575	1.0
24.351	16.118	1.0
11.685	7.978	1.0
0.464	20.953	1.0
6.655	4.888	1.0
0.439	24.25	1.0
15.004	10.374	1.0
15.606	1.37	1.0
8.329	28.677	1.0
12.482	3.489	1.0
8.299	12.596	1.0
20.844	19.539	1.0
17.395	8.177	1.0
9.525	6.102	1.0
15.965	15.494	1.0
1.72	26.564	1.0
18.413	22.049	1.0
32.554	14.442	1.0
25.808	7.095	1.0
29.7	28.561	1.0
22.415	6.122	1.0
20.889	29.191	1.0
0.57	0.673	0.558	0.646	0.653	0.523	0.612	0.549	0.606	0.618	0.639	0.54	0.543	0.548	0.517	0.504	0.649	0.526	0.592	0.674	0.529	0.625
