35
344	791
605	101
267	585	18.2818
613	654	13.2089
854	192	9.76389
1157	181	12.5062
963	1075	17.3356
413	107	5.21783
704	430	18.3496
35	81	30.0857
703	840	9.79891
880	1138	14.4941
97	787	26.806
431	215	14.0256
16	592	29.3905
193	292	29.5981
833	1214	15.1332
868	118	9.89096
799	893	6.09139
1177	283	10.5236
358	652	18.5962
577	1180	32.897
382	75	6.68169
617	742	10.2401
751	873	7.62308
1062	597	20.7103
973	185	21.2242
1183	572	15.6654
1187	1120	0.852903
1123	275	10.0163
918	958	16.1236
185	1113	11.9492
596	490	18.1335
272	1101	8.89604
1179	1122	1.01242
863	465	32.3517
1027	283	16.3841
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
