21
19.109	40.023
21.573	41.664
4.132	6.313	1.0
35.778	8.499	1.0
49.841	37.097	1.0
46.223	51.828	1.0
31.416	2.433	1.0
13.513	48.453	1.0
34.704	4.522	1.0
29.951	6.704	1.0
1.797	43.592	1.0
41.598	14.29	1.0
41.982	7.838	1.0
0.004	0.272	1.0
13.145	18.267	1.0
39.174	7.917	1.0
42.686	1.194	1.0
44.257	36.131	1.0
39.791	32.371	1.0
33.481	48.134	1.0
21.004	51.421	1.0
51.963	5.151	1.0
14.763	9.117	1.0
0.734	0.823	0.711	0.757	0.763	0.897	0.841	0.766	0.881	0.734	0.735	0.874	0.805	0.708	0.812	0.798	0.764	0.866	0.852	0.713	0.877
