29
13.762	40.517
15.027	33.079
39.285	38.262	1.0
40.892	0.941	1.0
4.085	7.397	1.0
37.138	1.637	1.0
17.796	16.041	1.0
22.506	0.655	1.0
41.276	18.667	1.0
10.861	43.812	1.0
47.037	13.072	1.0
21.81	46.623	1.0
2.465	18.938	1.0
0.529	20.652	1.0
26.144	12.948	1.0
44.918	14.612	1.0
32.154	35.622	1.0
41.587	15.622	1.0
34.347	45.804	1.0
43.791	8.065	1.0
16.847	13.567	1.0
23.453	17.599	1.0
6.152	26.467	1.0
16.539	24.817	1.0
35.633	32.795	1.0
34.136	17.527	1.0
13.989	44.164	1.0
3.223	40.398	1.0
26.267	29.176	1.0
38.875	33.036	1.0
38.578	3.711	1.0
0.887	0.817	0.88	0.875	0.779	0.766	0.744	0.764	0.743	0.822	0.766	0.889	0.782	0.759	0.868	0.738	0.781	0.769	0.719	0.744	0.874	0.816	0.862	0.731	0.858	0.772	0.717	0.868	0.89
