32
785	291
885	755
634	453	11.3025
394	369	37.3997
130	819	15.5537
285	656	27.0175
871	560	54.1495
717	607	49.8761
239	82	72.6727
960	137	13.367
975	98	16.2696
320	935	43.4311
452	571	59.8206
917	291	46.9328
347	687	21.7216
738	439	21.594
419	719	25.2797
66	821	11.4176
459	944	30.5981
241	444	44.5067
92	797	10.9731
480	297	35.2642
298	554	39.9791
862	124	29.8968
147	695	37.2721
130	507	44.1999
50	41	18.8467
598	165	6.65286
633	418	10.9281
40	103	25.0997
579	167	7.28732
1020	361	41.2571
704	482	18.3218
534	925	28.8869
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
