32
738	922
293	157
796	44	76.6635
358	392	16.9194
391	363	15.4453
207	147	28.4083
391	673	33.9153
660	715	31.7097
338	595	28.449
343	99	27.023
17	546	21.5884
879	355	31.1488
312	450	26.3297
124	112	29.6464
608	1008	58.1851
655	441	36.3996
484	555	25.3841
807	287	36.3044
57	492	20.3932
657	603	29.0973
522	618	17.6875
556	267	18.3219
55	769	87.0286
1006	953	94.4456
718	651	30.2858
228	401	30.2346
569	605	14.7725
565	324	22.2524
722	364	31.6225
214	614	49.6495
437	824	51.6432
97	194	31.946
31	130	34.4636
270	824	58.1988
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
